sent_pair_1,sent_pair_2,tag
" whether_IN it_PRP helps_VBZ families_NNS find_VB jobs_NNS at_IN a_DT decent_JJ wage_NN ,_, care_NN they_PRP can_MD afford_VB ,_, a_DT retirement_NN that_WDT is_VBZ dignified_JJ ._.
","Where_WRB the_DT answer_NN is_VBZ yes_RB ,_, we_PRP intend_VBP to_TO move_VB forward_RB ._.
",F
"Where_WRB the_DT answer_NN is_VBZ yes_RB ,_, we_PRP intend_VBP to_TO move_VB forward_RB ._.
","Where_WRB the_DT answer_NN is_VBZ no_DT ,_, programs_NNS will_MD end_VB ._.
",T
"Where_WRB the_DT answer_NN is_VBZ no_DT ,_, programs_NNS will_MD end_VB ._.
","And_CC those_DT of_IN us_PRP who_WP manage_VBP the_DT public_NN 's_POS dollars_NNS will_MD be_VB held_VBN to_TO account_VB to_TO spend_VB wisely_RB ,_, reform_NN bad_JJ habits_NNS ,_, and_CC do_VB our_PRP$ business_NN in_IN the_DT light_NN of_IN day_NN ,_, because_IN only_RB then_RB can_MD we_PRP restore_VB the_DT vital_JJ trust_NN between_IN a_DT people_NNS and_CC their_PRP$ government_NN ._.
",F
"And_CC those_DT of_IN us_PRP who_WP manage_VBP the_DT public_NN 's_POS dollars_NNS will_MD be_VB held_VBN to_TO account_VB to_TO spend_VB wisely_RB ,_, reform_NN bad_JJ habits_NNS ,_, and_CC do_VB our_PRP$ business_NN in_IN the_DT light_NN of_IN day_NN ,_, because_IN only_RB then_RB can_MD we_PRP restore_VB the_DT vital_JJ trust_NN between_IN a_DT people_NNS and_CC their_PRP$ government_NN ._.
","Nor_CC is_VBZ the_DT question_NN before_IN us_PRP whether_IN the_DT market_NN is_VBZ a_DT force_NN for_IN good_JJ or_CC ill._JJ Its_PRP$ power_NN to_TO generate_VB wealth_NN and_CC expand_VB freedom_NN is_VBZ unmatched_JJ ._.
",F
"Nor_CC is_VBZ the_DT question_NN before_IN us_PRP whether_IN the_DT market_NN is_VBZ a_DT force_NN for_IN good_JJ or_CC ill._JJ Its_PRP$ power_NN to_TO generate_VB wealth_NN and_CC expand_VB freedom_NN is_VBZ unmatched_JJ ._.
","But_CC this_DT crisis_NN has_VBZ reminded_VBN us_PRP that_WDT without_IN a_DT watchful_JJ eye_NN ,_, the_DT market_NN can_MD spin_VB out_IN of_IN control_NN ._.
",F
"But_CC this_DT crisis_NN has_VBZ reminded_VBN us_PRP that_WDT without_IN a_DT watchful_JJ eye_NN ,_, the_DT market_NN can_MD spin_VB out_IN of_IN control_NN ._.
","The_DT Nation_NN can_MD not_RB prosper_VB long_RB when_WRB it_PRP favors_VBZ only_RB the_DT prosperous_JJ ._.
",F
"The_DT Nation_NN can_MD not_RB prosper_VB long_RB when_WRB it_PRP favors_VBZ only_RB the_DT prosperous_JJ ._.
","The_DT success_NN of_IN our_PRP$ economy_NN has_VBZ always_RB depended_VBD not_RB just_RB on_IN the_DT size_NN of_IN our_PRP$ gross_JJ domestic_JJ product_NN ,_, but_CC on_IN the_DT reach_NN of_IN our_PRP$ prosperity_NN ,_, on_IN our_PRP$ ability_NN to_TO extend_VB opportunity_NN to_TO every_DT willing_JJ heart_NN ,_, not_RB out_IN of_IN charity_NN ,_, but_CC because_IN it_PRP is_VBZ the_DT surest_JJS route_NN to_TO our_PRP$ common_JJ good_JJ ._.
",F
"The_DT success_NN of_IN our_PRP$ economy_NN has_VBZ always_RB depended_VBD not_RB just_RB on_IN the_DT size_NN of_IN our_PRP$ gross_JJ domestic_JJ product_NN ,_, but_CC on_IN the_DT reach_NN of_IN our_PRP$ prosperity_NN ,_, on_IN our_PRP$ ability_NN to_TO extend_VB opportunity_NN to_TO every_DT willing_JJ heart_NN ,_, not_RB out_IN of_IN charity_NN ,_, but_CC because_IN it_PRP is_VBZ the_DT surest_JJS route_NN to_TO our_PRP$ common_JJ good_JJ ._.
","As_IN for_IN our_PRP$ common_JJ defense_NN ,_, we_PRP reject_VBP as_IN false_JJ the_DT choice_NN between_IN our_PRP$ safety_NN and_CC our_PRP$ ideals_NNS ._.
",F
"As_IN for_IN our_PRP$ common_JJ defense_NN ,_, we_PRP reject_VBP as_IN false_JJ the_DT choice_NN between_IN our_PRP$ safety_NN and_CC our_PRP$ ideals_NNS ._.
","Our_PRP$ Founding_VBG Fathers_NNS ,_, faced_VBN with_IN perils_NNS that_IN we_PRP can_MD scarcely_RB imagine_VB ,_, drafted_VBD a_DT charter_NN to_TO assure_VB the_DT rule_NN of_IN law_NN and_CC the_DT rights_NNS of_IN man_NN ,_, a_DT charter_NN expanded_VBN by_IN the_DT blood_NN of_IN generations_NNS ._.
",F
"Our_PRP$ Founding_VBG Fathers_NNS ,_, faced_VBN with_IN perils_NNS that_IN we_PRP can_MD scarcely_RB imagine_VB ,_, drafted_VBD a_DT charter_NN to_TO assure_VB the_DT rule_NN of_IN law_NN and_CC the_DT rights_NNS of_IN man_NN ,_, a_DT charter_NN expanded_VBN by_IN the_DT blood_NN of_IN generations_NNS ._.
","Those_DT ideals_NNS still_RB light_VBP the_DT world_NN ,_, and_CC we_PRP will_MD not_RB give_VB them_PRP up_RP for_IN expedience_NN 's_POS sake_NN ._.
",F
"Those_DT ideals_NNS still_RB light_VBP the_DT world_NN ,_, and_CC we_PRP will_MD not_RB give_VB them_PRP up_RP for_IN expedience_NN 's_POS sake_NN ._.
","And_CC so_RB to_TO all_PDT the_DT other_JJ peoples_NNS and_CC governments_NNS who_WP are_VBP watching_VBG today_NN ,_, from_IN the_DT grandest_JJS capitals_NNS to_TO the_DT small_JJ village_NN where_WRB my_PRP$ father_NN was_VBD born_VBN ,_, know_VBP that_IN America_NNP is_VBZ a_DT friend_NN of_IN each_DT nation_NN and_CC every_DT man_NN ,_, woman_NN ,_, and_CC child_NN who_WP seeks_VBZ a_DT future_NN of_IN peace_NN and_CC dignity_NN ,_, and_CC we_PRP are_VBP ready_JJ to_TO lead_VB once_RB more_JJR ._.
",F
"And_CC so_RB to_TO all_PDT the_DT other_JJ peoples_NNS and_CC governments_NNS who_WP are_VBP watching_VBG today_NN ,_, from_IN the_DT grandest_JJS capitals_NNS to_TO the_DT small_JJ village_NN where_WRB my_PRP$ father_NN was_VBD born_VBN ,_, know_VBP that_IN America_NNP is_VBZ a_DT friend_NN of_IN each_DT nation_NN and_CC every_DT man_NN ,_, woman_NN ,_, and_CC child_NN who_WP seeks_VBZ a_DT future_NN of_IN peace_NN and_CC dignity_NN ,_, and_CC we_PRP are_VBP ready_JJ to_TO lead_VB once_RB more_JJR ._.
","Recall_VB that_DT earlier_JJR generations_NNS faced_VBD down_RP fascism_NN and_CC communism_NN not_RB just_RB with_IN missiles_NNS and_CC tanks_NNS but_CC with_IN sturdy_JJ alliances_NNS and_CC enduring_VBG convictions_NNS ._.
",F
"Recall_VB that_DT earlier_JJR generations_NNS faced_VBD down_RP fascism_NN and_CC communism_NN not_RB just_RB with_IN missiles_NNS and_CC tanks_NNS but_CC with_IN sturdy_JJ alliances_NNS and_CC enduring_VBG convictions_NNS ._.
","They_PRP understood_VBD that_IN our_PRP$ power_NN alone_RB can_MD not_RB protect_VB us_PRP ,_, nor_CC does_VBZ it_PRP entitle_VB us_PRP to_TO do_VB as_IN we_PRP please_VBP ._.
",F
"They_PRP understood_VBD that_IN our_PRP$ power_NN alone_RB can_MD not_RB protect_VB us_PRP ,_, nor_CC does_VBZ it_PRP entitle_VB us_PRP to_TO do_VB as_IN we_PRP please_VBP ._.
","Instead_RB ,_, they_PRP knew_VBD that_IN our_PRP$ power_NN grows_VBZ through_IN its_PRP$ prudent_JJ use_NN ._.
",F
"Instead_RB ,_, they_PRP knew_VBD that_IN our_PRP$ power_NN grows_VBZ through_IN its_PRP$ prudent_JJ use_NN ._.
","Our_PRP$ security_NN emanates_VBZ from_IN the_DT justness_NN of_IN our_PRP$ cause_NN ,_, the_DT force_NN of_IN our_PRP$ example_NN ,_, the_DT tempering_VBG qualities_NNS of_IN humility_NN and_CC restraint_NN ._.
",F
"Our_PRP$ security_NN emanates_VBZ from_IN the_DT justness_NN of_IN our_PRP$ cause_NN ,_, the_DT force_NN of_IN our_PRP$ example_NN ,_, the_DT tempering_VBG qualities_NNS of_IN humility_NN and_CC restraint_NN ._.
","We_PRP are_VBP the_DT keepers_NNS of_IN this_DT legacy_NN ._.
",F
"We_PRP are_VBP the_DT keepers_NNS of_IN this_DT legacy_NN ._.
","Guided_VBN by_IN these_DT principles_NNS once_RB more_RBR ,_, we_PRP can_MD meet_VB those_DT new_JJ threats_NNS that_WDT demand_VBP even_RB greater_JJR effort_NN ,_, even_RB greater_JJR cooperation_NN and_CC understanding_NN between_IN nations_NNS ._.
",F
"Guided_VBN by_IN these_DT principles_NNS once_RB more_RBR ,_, we_PRP can_MD meet_VB those_DT new_JJ threats_NNS that_WDT demand_VBP even_RB greater_JJR effort_NN ,_, even_RB greater_JJR cooperation_NN and_CC understanding_NN between_IN nations_NNS ._.
","We_PRP will_MD begin_VB to_TO responsibly_RB leave_VB Iraq_NNP to_TO its_PRP$ people_NNS and_CC forge_VB a_DT hard-earned_JJ peace_NN in_IN Afghanistan_NNP ._.
",F
"We_PRP will_MD begin_VB to_TO responsibly_RB leave_VB Iraq_NNP to_TO its_PRP$ people_NNS and_CC forge_VB a_DT hard-earned_JJ peace_NN in_IN Afghanistan_NNP ._.
","With_IN old_JJ friends_NNS and_CC former_JJ foes_NNS ,_, we_PRP will_MD work_VB tirelessly_RB to_TO lessen_VB the_DT nuclear_JJ threat_NN and_CC roll_NN back_RB the_DT specter_NN of_IN a_DT warming_NN planet_NN ._.
",F
"With_IN old_JJ friends_NNS and_CC former_JJ foes_NNS ,_, we_PRP will_MD work_VB tirelessly_RB to_TO lessen_VB the_DT nuclear_JJ threat_NN and_CC roll_NN back_RB the_DT specter_NN of_IN a_DT warming_NN planet_NN ._.
","We_PRP will_MD not_RB apologize_VB for_IN our_PRP$ way_NN of_IN life_NN ,_, nor_CC will_MD we_PRP waver_VB in_IN its_PRP$ defense_NN ._.
",F
"We_PRP will_MD not_RB apologize_VB for_IN our_PRP$ way_NN of_IN life_NN ,_, nor_CC will_MD we_PRP waver_VB in_IN its_PRP$ defense_NN ._.
","And_CC for_IN those_DT who_WP seek_VBP to_TO advance_VB their_PRP$ aims_NNS by_IN inducing_VBG terror_NN and_CC slaughtering_VBG innocents_NNS ,_, we_PRP say_VBP to_TO you_PRP now_RB that_IN our_PRP$ spirit_NN is_VBZ stronger_JJR and_CC can_MD not_RB be_VB broken_VBN ._.
",F
"And_CC for_IN those_DT who_WP seek_VBP to_TO advance_VB their_PRP$ aims_NNS by_IN inducing_VBG terror_NN and_CC slaughtering_VBG innocents_NNS ,_, we_PRP say_VBP to_TO you_PRP now_RB that_IN our_PRP$ spirit_NN is_VBZ stronger_JJR and_CC can_MD not_RB be_VB broken_VBN ._.
","You_PRP can_MD not_RB outlast_VB us_PRP ,_, and_CC we_PRP will_MD defeat_VB you_PRP ._.
",F
"You_PRP can_MD not_RB outlast_VB us_PRP ,_, and_CC we_PRP will_MD defeat_VB you_PRP ._.
","For_IN we_PRP know_VBP that_IN our_PRP$ patchwork_NN heritage_NN is_VBZ a_DT strength_NN ,_, not_RB a_DT weakness_NN ._.
",F
"For_IN we_PRP know_VBP that_IN our_PRP$ patchwork_NN heritage_NN is_VBZ a_DT strength_NN ,_, not_RB a_DT weakness_NN ._.
","We_PRP are_VBP a_DT nation_NN of_IN Christians_NNS and_CC Muslims_NNPS ,_, Jews_NNPS and_CC Hindus_NNPS and_CC nonbelievers_NNS ._.
",F
"We_PRP are_VBP a_DT nation_NN of_IN Christians_NNS and_CC Muslims_NNPS ,_, Jews_NNPS and_CC Hindus_NNPS and_CC nonbelievers_NNS ._.
","We_PRP are_VBP shaped_VBN by_IN every_DT language_NN and_CC culture_NN ,_, drawn_VBN from_IN every_DT end_NN of_IN this_DT Earth_NNP ._.
",T
"We_PRP are_VBP shaped_VBN by_IN every_DT language_NN and_CC culture_NN ,_, drawn_VBN from_IN every_DT end_NN of_IN this_DT Earth_NNP ._.
","And_CC because_IN we_PRP have_VBP tasted_VBN the_DT bitter_JJ swill_NN of_IN civil_JJ war_NN and_CC segregation_NN and_CC emerged_VBD from_IN that_DT dark_JJ chapter_NN stronger_JJR and_CC more_RBR united_VBN ,_, we_PRP can_MD not_RB help_VB but_CC believe_VB that_IN the_DT old_JJ hatreds_NNS shall_MD someday_RB pass_VB ,_, that_IN the_DT lines_NNS of_IN tribe_NN shall_MD soon_RB dissolve_VB ;_:
",F
"And_CC because_IN we_PRP have_VBP tasted_VBN the_DT bitter_JJ swill_NN of_IN civil_JJ war_NN and_CC segregation_NN and_CC emerged_VBD from_IN that_DT dark_JJ chapter_NN stronger_JJR and_CC more_RBR united_VBN ,_, we_PRP can_MD not_RB help_VB but_CC believe_VB that_IN the_DT old_JJ hatreds_NNS shall_MD someday_RB pass_VB ,_, that_IN the_DT lines_NNS of_IN tribe_NN shall_MD soon_RB dissolve_VB ;_:
"," that_DT as_IN the_DT world_NN grows_VBZ smaller_JJR ,_, our_PRP$ common_JJ humanity_NN shall_MD reveal_VB itself_PRP ,_, and_CC that_IN America_NNP must_MD play_VB its_PRP$ role_NN in_IN ushering_VBG in_IN a_DT new_JJ era_NN of_IN peace_NN ._.
",F
" that_DT as_IN the_DT world_NN grows_VBZ smaller_JJR ,_, our_PRP$ common_JJ humanity_NN shall_MD reveal_VB itself_PRP ,_, and_CC that_IN America_NNP must_MD play_VB its_PRP$ role_NN in_IN ushering_VBG in_IN a_DT new_JJ era_NN of_IN peace_NN ._.
","To_TO the_DT Muslim_JJ world_NN ,_, we_PRP seek_VBP a_DT new_JJ way_NN forward_RB based_VBN on_IN mutual_JJ interest_NN and_CC mutual_JJ respect_NN ._.
",F
"To_TO the_DT Muslim_JJ world_NN ,_, we_PRP seek_VBP a_DT new_JJ way_NN forward_RB based_VBN on_IN mutual_JJ interest_NN and_CC mutual_JJ respect_NN ._.
","To_TO those_DT leaders_NNS around_IN the_DT globe_NN who_WP seek_VBP to_TO sow_VB conflict_NN or_CC blame_VB their_PRP$ society_NN 's_POS ills_NNS on_IN the_DT West_NNP ,_, know_VBP that_IN your_PRP$ people_NNS will_MD judge_VB you_PRP on_IN what_WP you_PRP can_MD build_VB ,_, not_RB what_WP you_PRP destroy_VBP ._.
",F
"To_TO those_DT leaders_NNS around_IN the_DT globe_NN who_WP seek_VBP to_TO sow_VB conflict_NN or_CC blame_VB their_PRP$ society_NN 's_POS ills_NNS on_IN the_DT West_NNP ,_, know_VBP that_IN your_PRP$ people_NNS will_MD judge_VB you_PRP on_IN what_WP you_PRP can_MD build_VB ,_, not_RB what_WP you_PRP destroy_VBP ._.
","To_TO those_DT who_WP cling_VBP to_TO power_NN through_IN corruption_NN and_CC deceit_NN and_CC the_DT silencing_NN of_IN dissent_NN ,_, know_VBP that_IN you_PRP are_VBP on_IN the_DT wrong_JJ side_NN of_IN history_NN ,_, but_CC that_IN we_PRP will_MD extend_VB a_DT hand_NN if_IN you_PRP are_VBP willing_JJ to_TO unclench_VB your_PRP$ fist_NN ._.
",T
"To_TO those_DT who_WP cling_VBP to_TO power_NN through_IN corruption_NN and_CC deceit_NN and_CC the_DT silencing_NN of_IN dissent_NN ,_, know_VBP that_IN you_PRP are_VBP on_IN the_DT wrong_JJ side_NN of_IN history_NN ,_, but_CC that_IN we_PRP will_MD extend_VB a_DT hand_NN if_IN you_PRP are_VBP willing_JJ to_TO unclench_VB your_PRP$ fist_NN ._.
","To_TO the_DT people_NNS of_IN poor_JJ nations_NNS ,_, we_PRP pledge_NN to_TO work_VB alongside_IN you_PRP to_TO make_VB your_PRP$ farms_NNS flourish_VB and_CC let_VB clean_JJ waters_NNS flow_NN ,_, to_TO nourish_VB starved_VBN bodies_NNS and_CC feed_NN hungry_JJ minds_NNS ._.
",T
"To_TO the_DT people_NNS of_IN poor_JJ nations_NNS ,_, we_PRP pledge_NN to_TO work_VB alongside_IN you_PRP to_TO make_VB your_PRP$ farms_NNS flourish_VB and_CC let_VB clean_JJ waters_NNS flow_NN ,_, to_TO nourish_VB starved_VBN bodies_NNS and_CC feed_NN hungry_JJ minds_NNS ._.
","And_CC to_TO those_DT nations_NNS like_IN ours_JJ that_IN enjoy_VBP relative_JJ plenty_NN ,_, we_PRP say_VBP we_PRP can_MD no_RB longer_RB afford_VB indifference_NN to_TO suffering_VBG outside_IN our_PRP$ borders_NNS ,_, nor_CC can_MD we_PRP consume_VB the_DT world_NN 's_POS resources_NNS without_IN regard_NN to_TO effect_NN ,_, for_IN the_DT world_NN has_VBZ changed_VBN ,_, and_CC we_PRP must_MD change_VB with_IN it_PRP ._.
",F
"And_CC to_TO those_DT nations_NNS like_IN ours_JJ that_IN enjoy_VBP relative_JJ plenty_NN ,_, we_PRP say_VBP we_PRP can_MD no_RB longer_RB afford_VB indifference_NN to_TO suffering_VBG outside_IN our_PRP$ borders_NNS ,_, nor_CC can_MD we_PRP consume_VB the_DT world_NN 's_POS resources_NNS without_IN regard_NN to_TO effect_NN ,_, for_IN the_DT world_NN has_VBZ changed_VBN ,_, and_CC we_PRP must_MD change_VB with_IN it_PRP ._.
","As_IN we_PRP consider_VBP the_DT road_NN that_WDT unfolds_VBZ before_IN us_PRP ,_, we_PRP remember_VBP with_IN humble_JJ gratitude_NN those_DT brave_VBP Americans_NNPS who_WP ,_, at_IN this_DT very_RB hour_NN ,_, patrol_NN far-off_JJ deserts_NNS and_CC distant_JJ mountains_NNS ._.
",F
"As_IN we_PRP consider_VBP the_DT road_NN that_WDT unfolds_VBZ before_IN us_PRP ,_, we_PRP remember_VBP with_IN humble_JJ gratitude_NN those_DT brave_VBP Americans_NNPS who_WP ,_, at_IN this_DT very_RB hour_NN ,_, patrol_NN far-off_JJ deserts_NNS and_CC distant_JJ mountains_NNS ._.
","They_PRP have_VBP something_NN to_TO tell_VB us_PRP today_NN ,_, just_RB as_IN the_DT fallen_VBN heroes_NNS who_WP lie_VBP in_IN Arlington_NNP whisper_NN through_IN the_DT ages_NNS ._.
",F
"They_PRP have_VBP something_NN to_TO tell_VB us_PRP today_NN ,_, just_RB as_IN the_DT fallen_VBN heroes_NNS who_WP lie_VBP in_IN Arlington_NNP whisper_NN through_IN the_DT ages_NNS ._.
","We_PRP honor_VBP them_PRP not_RB only_RB because_IN they_PRP are_VBP guardians_NNS of_IN our_PRP$ liberty_NN ,_, but_CC because_IN they_PRP embody_VBP the_DT spirit_NN of_IN service_NN ,_, a_DT willingness_NN to_TO find_VB meaning_NN in_IN something_NN greater_JJR than_IN themselves_PRP ._.
",F
"We_PRP honor_VBP them_PRP not_RB only_RB because_IN they_PRP are_VBP guardians_NNS of_IN our_PRP$ liberty_NN ,_, but_CC because_IN they_PRP embody_VBP the_DT spirit_NN of_IN service_NN ,_, a_DT willingness_NN to_TO find_VB meaning_NN in_IN something_NN greater_JJR than_IN themselves_PRP ._.
","And_CC yet_RB at_IN this_DT moment_NN ,_, a_DT moment_NN that_WDT will_MD define_VB a_DT generation_NN ,_, it_PRP is_VBZ precisely_RB this_DT spirit_NN that_WDT must_MD inhabit_VB us_PRP all_DT ._.
",F
"And_CC yet_RB at_IN this_DT moment_NN ,_, a_DT moment_NN that_WDT will_MD define_VB a_DT generation_NN ,_, it_PRP is_VBZ precisely_RB this_DT spirit_NN that_WDT must_MD inhabit_VB us_PRP all_DT ._.
","For_IN as_RB much_JJ as_IN Government_NN can_MD do_VB and_CC must_MD do_VB ,_, it_PRP is_VBZ ultimately_RB the_DT faith_NN and_CC determination_NN of_IN the_DT American_JJ people_NNS upon_IN which_WDT this_DT Nation_NN relies_VBZ ._.
",T
"For_IN as_RB much_JJ as_IN Government_NN can_MD do_VB and_CC must_MD do_VB ,_, it_PRP is_VBZ ultimately_RB the_DT faith_NN and_CC determination_NN of_IN the_DT American_JJ people_NNS upon_IN which_WDT this_DT Nation_NN relies_VBZ ._.
","It_PRP is_VBZ the_DT kindness_NN to_TO take_VB in_RP a_DT stranger_NN when_WRB the_DT levees_NNS break_NN ,_, the_DT selflessness_NN of_IN workers_NNS who_WP would_MD rather_RB cut_VB their_PRP$ hours_NNS than_IN see_VB a_DT friend_NN lose_VBP their_PRP$ job_NN ,_, which_WDT sees_VBZ us_PRP through_IN our_PRP$ darkest_JJS hours_NNS ._.
",T
"It_PRP is_VBZ the_DT kindness_NN to_TO take_VB in_RP a_DT stranger_NN when_WRB the_DT levees_NNS break_NN ,_, the_DT selflessness_NN of_IN workers_NNS who_WP would_MD rather_RB cut_VB their_PRP$ hours_NNS than_IN see_VB a_DT friend_NN lose_VBP their_PRP$ job_NN ,_, which_WDT sees_VBZ us_PRP through_IN our_PRP$ darkest_JJS hours_NNS ._.
","It_PRP is_VBZ the_DT firefighter_NN 's_POS courage_NN to_TO storm_VB a_DT stairway_NN filled_VBN with_IN smoke_NN ,_, but_CC also_RB a_DT parent_NN 's_POS willingness_NN to_TO nurture_VB a_DT child_NN ,_, that_WDT finally_RB decides_VBZ our_PRP$ fate_NN ._.
",T
"It_PRP is_VBZ the_DT firefighter_NN 's_POS courage_NN to_TO storm_VB a_DT stairway_NN filled_VBN with_IN smoke_NN ,_, but_CC also_RB a_DT parent_NN 's_POS willingness_NN to_TO nurture_VB a_DT child_NN ,_, that_WDT finally_RB decides_VBZ our_PRP$ fate_NN ._.
","Our_PRP$ challenges_NNS may_MD be_VB new_JJ ._.
",F
"Our_PRP$ challenges_NNS may_MD be_VB new_JJ ._.
","The_DT instruments_NNS with_IN which_WDT we_PRP meet_VBP them_PRP may_MD be_VB new_JJ ._.
",T
"The_DT instruments_NNS with_IN which_WDT we_PRP meet_VBP them_PRP may_MD be_VB new_JJ ._.
","But_CC those_DT values_NNS upon_IN which_WDT our_PRP$ success_NN depends_VBZ --_:
",F
"But_CC those_DT values_NNS upon_IN which_WDT our_PRP$ success_NN depends_VBZ --_:
","honesty_NN and_CC hard_JJ work_NN ,_, courage_NN and_CC fair_JJ play_NN ,_, tolerance_NN and_CC curiosity_NN ,_, loyalty_NN and_CC patriotism_NN --_:
",F
"honesty_NN and_CC hard_JJ work_NN ,_, courage_NN and_CC fair_JJ play_NN ,_, tolerance_NN and_CC curiosity_NN ,_, loyalty_NN and_CC patriotism_NN --_:
","these_DT things_NNS are_VBP old_JJ ._.
",F
"these_DT things_NNS are_VBP old_JJ ._.
","These_DT things_NNS are_VBP true_JJ ._.
",T
"These_DT things_NNS are_VBP true_JJ ._.
","They_PRP have_VBP been_VBN the_DT quiet_JJ force_NN of_IN progress_NN throughout_IN our_PRP$ history_NN ._.
",F
"They_PRP have_VBP been_VBN the_DT quiet_JJ force_NN of_IN progress_NN throughout_IN our_PRP$ history_NN ._.
","What_WP is_VBZ demanded_VBN then_RB is_VBZ a_DT return_NN to_TO these_DT truths_NNS ._.
",F
"What_WP is_VBZ demanded_VBN then_RB is_VBZ a_DT return_NN to_TO these_DT truths_NNS ._.
","What_WP is_VBZ required_VBN of_IN us_PRP now_RB is_VBZ a_DT new_JJ era_NN of_IN responsibility_NN ,_, a_DT recognition_NN on_IN the_DT part_NN of_IN every_DT American_JJ that_IN we_PRP have_VBP duties_NNS to_TO ourselves_PRP ,_, our_PRP$ Nation_NNP ,_, and_CC the_DT world_NN ._.
",T
"What_WP is_VBZ required_VBN of_IN us_PRP now_RB is_VBZ a_DT new_JJ era_NN of_IN responsibility_NN ,_, a_DT recognition_NN on_IN the_DT part_NN of_IN every_DT American_JJ that_IN we_PRP have_VBP duties_NNS to_TO ourselves_PRP ,_, our_PRP$ Nation_NNP ,_, and_CC the_DT world_NN ._.
","Duties_NNS that_IN we_PRP do_VBP not_RB grudgingly_RB accept_VB but_CC ,_, rather_RB ,_, seize_VB gladly_RB ,_, firm_NN in_IN the_DT knowledge_NN that_IN there_EX is_VBZ nothing_NN so_IN satisfying_VBG to_TO the_DT spirit_NN ,_, so_RB defining_VBG of_IN our_PRP$ character_NN ,_, than_IN giving_VBG our_PRP$ all_DT to_TO a_DT difficult_JJ task_NN ._.
",F
"Duties_NNS that_IN we_PRP do_VBP not_RB grudgingly_RB accept_VB but_CC ,_, rather_RB ,_, seize_VB gladly_RB ,_, firm_NN in_IN the_DT knowledge_NN that_IN there_EX is_VBZ nothing_NN so_IN satisfying_VBG to_TO the_DT spirit_NN ,_, so_RB defining_VBG of_IN our_PRP$ character_NN ,_, than_IN giving_VBG our_PRP$ all_DT to_TO a_DT difficult_JJ task_NN ._.
","This_DT is_VBZ the_DT price_NN and_CC the_DT promise_NN of_IN citizenship_NN ._.
",F
"This_DT is_VBZ the_DT price_NN and_CC the_DT promise_NN of_IN citizenship_NN ._.
","This_DT is_VBZ the_DT source_NN of_IN our_PRP$ confidence_NN ,_, the_DT knowledge_NN that_WDT God_NNP calls_VBZ on_IN us_PRP to_TO shape_VB an_DT uncertain_JJ destiny_NN ._.
",T
"This_DT is_VBZ the_DT source_NN of_IN our_PRP$ confidence_NN ,_, the_DT knowledge_NN that_WDT God_NNP calls_VBZ on_IN us_PRP to_TO shape_VB an_DT uncertain_JJ destiny_NN ._.
","This_DT is_VBZ the_DT meaning_NN of_IN our_PRP$ liberty_NN and_CC our_PRP$ creed_NN ;_:
",T
"This_DT is_VBZ the_DT meaning_NN of_IN our_PRP$ liberty_NN and_CC our_PRP$ creed_NN ;_:
","why_WRB men_NNS and_CC women_NNS and_CC children_NNS of_IN every_DT race_NN and_CC every_DT faith_NN can_MD join_VB in_IN celebration_NN across_IN this_DT magnificent_JJ Mall_NN ,_, and_CC why_WRB a_DT man_NN whose_WP$ father_NN less_JJR than_IN 60_CD years_NNS ago_IN might_MD not_RB have_VB been_VBN served_VBN at_IN a_DT local_JJ restaurant_NN can_MD now_RB stand_VB before_IN you_PRP to_TO take_VB a_DT most_RBS sacred_JJ oath_NN ._.",F
"why_WRB men_NNS and_CC women_NNS and_CC children_NNS of_IN every_DT race_NN and_CC every_DT faith_NN can_MD join_VB in_IN celebration_NN across_IN this_DT magnificent_JJ Mall_NN ,_, and_CC why_WRB a_DT man_NN whose_WP$ father_NN less_JJR than_IN 60_CD years_NNS ago_IN might_MD not_RB have_VB been_VBN served_VBN at_IN a_DT local_JJ restaurant_NN can_MD now_RB stand_VB before_IN you_PRP to_TO take_VB a_DT most_RBS sacred_JJ oath_NN ._.","So_CC let_VB us_PRP mark_VB this_DT day_NN with_IN remembrance_NN of_IN who_WP we_PRP are_VBP and_CC how_WRB far_RB we_PRP have_VBP traveled_VBN ._.
",F
"So_CC let_VB us_PRP mark_VB this_DT day_NN with_IN remembrance_NN of_IN who_WP we_PRP are_VBP and_CC how_WRB far_RB we_PRP have_VBP traveled_VBN ._.
","In_IN the_DT year_NN of_IN America_NNP 's_POS birth_NN ,_, in_IN the_DT coldest_JJS of_IN months_NNS ,_, a_DT small_JJ band_NN of_IN patriots_NNS huddled_VBN by_IN dying_VBG campfires_NNS on_IN the_DT shores_NNS of_IN an_DT icy_NN river_NN ._.
",F
"In_IN the_DT year_NN of_IN America_NNP 's_POS birth_NN ,_, in_IN the_DT coldest_JJS of_IN months_NNS ,_, a_DT small_JJ band_NN of_IN patriots_NNS huddled_VBN by_IN dying_VBG campfires_NNS on_IN the_DT shores_NNS of_IN an_DT icy_NN river_NN ._.
","The_DT Capital_NN was_VBD abandoned_VBN ._.
",F
"The_DT Capital_NN was_VBD abandoned_VBN ._.
","The_DT enemy_NN was_VBD advancing_VBG ._.
",T
"The_DT enemy_NN was_VBD advancing_VBG ._.
","The_DT snow_NN was_VBD stained_VBN with_IN blood_NN ._.
",T
